一级类目,二级类目,三级类目,三级类目链接,类型,关键词
服饰内衣,男装,设计师/潮牌,"https://list.jd.com/list.html?cat=1315,1342,12005",品牌： 已选条件：,花花公子（PLAYBOY） 简拓（JIANTUO） 九型门（JIU XING MEN） 三刀流 Freamve 古莱登（GODLIKE） 吉普（JEEP） 花花公子（PLAYBOY OUTDOOR） 富贵鸟（FUGUINIAO） 以筠 威秀（VIISHOW） Dcw THETHING 南极人（Nanjiren） 幸福时光（happy time） BOYXCO 布草藤（BUCAOTENG） Hardly Ever's
服饰内衣,男装,设计师/潮牌,"https://list.jd.com/list.html?cat=1315,1342,12005",风格：,商务正装 商务休闲 青春休闲 欧美简约 英式学院 原创设计 嘻哈风格 军旅工装 朋克潮流 中国风 复古风 小清新 精致韩风 基础大众 清新日系
服饰内衣,男装,设计师/潮牌,"https://list.jd.com/list.html?cat=1315,1342,12005",流行元素：,镂空 简约 刺绣 拼接 拼色 编织 水钻 图腾 亮片 拉链装饰 渐变 钩花 车缝线 铆钉 复古 磨破 网状 串珠 褶皱 金属装饰 皮革拼接 多口袋 徽章 蜡染 其它
服饰内衣,男装,设计师/潮牌,"https://list.jd.com/list.html?cat=1315,1342,12005",当季潮流：,休闲简约 舒适透气 修身时尚
服饰内衣,男装,设计师/潮牌,"https://list.jd.com/list.html?cat=1315,1342,12005",下装：,牛仔裤 休闲裤 西裤 运动裤 加绒裤 短裤 其它
服饰内衣,男装,羊毛衫,"https://list.jd.com/list.html?cat=1315,1342,12089",品牌： 已选条件：,恒源祥（hengyuanxiang） 布先生 花花公子（PLAYBOY） AKSERIES 红豆（Hodo） INTERIGHT 吉普（JEEP） 金利来（Goldlion） 花花公子贵宾（Playboy VIP Collection） 梦特娇（MONTAGUT） 七匹狼（SEPTWOLVES） 宝利博纳（PLBONER） 九牧王（JOEONE） 劲霸（jing ba） 劲霸男装（K-Boxing） 汉麻世家（HANP） HAZZYS 卡宾（CABBEEN）
服饰内衣,男装,羊毛衫,"https://list.jd.com/list.html?cat=1315,1342,12089",风格：,小清新 商务休闲 基础大众 青春休闲 精致韩风 商务正装 清新日系 欧美简约 英式学院 中国风 军旅工装 原创设计 复古风
服饰内衣,男装,羊毛衫,"https://list.jd.com/list.html?cat=1315,1342,12089",流行元素：,绣标 镂空 扭花 印花 刺绣 装饰袢 异色门襟 拼接 拼色 拉链装饰 渐变 钩花 徽章 其它
服饰内衣,男装,羊毛衫,"https://list.jd.com/list.html?cat=1315,1342,12089",当季潮流：,羊毛加厚 休闲V领 简单圆领 修身时尚 魅力条纹
服饰内衣,男装,羊毛衫,"https://list.jd.com/list.html?cat=1315,1342,12089",主要材质：,羊毛 山羊绒 羊绒混纺 羊毛混纺 羊驼绒 羊驼毛 其它
服饰内衣,内衣,文胸,"https://list.jd.com/list.html?cat=1315,1345,1364",品牌： 已选条件：,欧迪芬（Ordifen） 桑扶兰 古今（GUJIN） 南极人（Nanjiren） KJ 爱慕（Aimer） 黛安芬（Triumph） 金三塔 夏娃的诱惑（EVE'S temptation） 华歌尔（Wacoal） 幻薇（HWANWI） 梦芭蒂（Moonbadi） 婷美（GRACEWELL） 千奈美 蜜格儿 夏.娃.之.秀（EVE'S MAGIC） 南极人（home） 猫人（MiiOW）
服饰内衣,内衣,文胸,"https://list.jd.com/list.html?cat=1315,1345,1364",功能：,聚拢 无痕 丰胸 调整 隐形 上托 侧收 光面 哺乳 美背 定型 按摩 吸汗 防走光 其它
服饰内衣,内衣,文胸,"https://list.jd.com/list.html?cat=1315,1345,1364",性感之美：,光面文胸 运动文胸 蕾丝文胸 大杯文胸 无痕文胸
服饰内衣,内衣,文胸,"https://list.jd.com/list.html?cat=1315,1345,1364",罩杯型：,3/4罩杯 全罩杯 1/2罩杯 5/8罩杯 三角杯
服饰内衣,内衣,文胸,"https://list.jd.com/list.html?cat=1315,1345,1364",价格：,0-99 100-199 200-299 300-399 400-499 500-799 800以上
服饰内衣,内衣,女式内裤,"https://list.jd.com/list.html?cat=1315,1345,9743",品牌： 已选条件：,浪莎 猫人（MiiOW） 南极人（Nanjiren） 都市丽人 莫代尔 爱慕（Aimer） 三枪（THREEGUN） 红豆（Hodo） AB 俞兆林（YUZHAOLIN） 美·雅·挺 蝶安芬（Deanfun） 金三塔 欧迪芬（Ordifen） 古今（GUJIN） 宜而爽 北极绒（Bejirog） 恒源祥（hengyuanxiang）
服饰内衣,内衣,女式内裤,"https://list.jd.com/list.html?cat=1315,1345,9743",功能：,速干 收腹 生理 安全裤 抗菌 运动 塑身 磁疗 丰臀 提臀 星期裤 无痕 其它
服饰内衣,内衣,女式内裤,"https://list.jd.com/list.html?cat=1315,1345,9743",美丽秘密：,安全裤 一片式 卡通内裤
服饰内衣,内衣,女式内裤,"https://list.jd.com/list.html?cat=1315,1345,9743",款式：,平角裤 三角裤 丁字/T裤 阿罗裤
服饰内衣,内衣,女式内裤,"https://list.jd.com/list.html?cat=1315,1345,9743",颜色：,黑色系 灰色系 红色系 橙色系 绿色系 白色系 米色系 蓝色系 紫色系 裸色系 透明系 肤色系 粉色系 多色 金色系 黄色系 棕色系 银色系 青色系
服饰内衣,内衣,男式内裤,"https://list.jd.com/list.html?cat=1315,1345,9744",品牌： 已选条件：,七匹狼（SEPTWOLVES） 南极人（Nanjiren） 猫人（MiiOW） 健将 三枪（THREEGUN） 浪莎 恒源祥（hengyuanxiang） 花花公子（PLAYBOY） 莫代尔 宜而爽 Schiesser AB 螃蟹秘密（crab secret） 红豆（Hodo） 皮尔卡丹（pierre cardin） 都市丽人 北极绒（Bejirog） Calvin Klein
服饰内衣,内衣,男式内裤,"https://list.jd.com/list.html?cat=1315,1345,9744",功能：,速干 星期裤 塑身 无痕 收腹 提臀 抗菌 磁疗 阿罗裤 运动 生理裤 其他
服饰内衣,内衣,男式内裤,"https://list.jd.com/list.html?cat=1315,1345,9744",裤酷男友：,三角裤 平角裤
服饰内衣,内衣,男式内裤,"https://list.jd.com/list.html?cat=1315,1345,9744",款式：,三角裤 平角裤 丁字/T裤 阿罗裤 其它
服饰内衣,内衣,男式内裤,"https://list.jd.com/list.html?cat=1315,1345,9744",颜色：,黑色系 灰色系 红色系 橙色系 绿色系 白色系 米色系 蓝色系 紫色系 裸色系 透明系 肤色系 粉色系 多色 黄色系 棕色系 青色系 其它
服饰内衣,内衣,睡衣/家居服,"https://list.jd.com/list.html?cat=1315,1345,1371",品牌： 已选条件：,芬腾 三枪（THREEGUN） 南极人（Nanjiren） 秋鹿（Autumndeer） 美标 都市丽人 顶瓜瓜 金三塔 上海故事 红豆居家（Hodohome） 爱慕（Aimer） 北极绒（Bejirog） 美标（MEIBIAO） 安之伴 小护士 斯服玛（sifuma） 红豆（Hodo） 諾盾（Nuodun）
服饰内衣,内衣,睡衣/家居服,"https://list.jd.com/list.html?cat=1315,1345,1371",风格：,卡通 性感 运动 高贵 公主 休闲 简约 奢华 甜美 可爱 韩版 校园 其它
服饰内衣,内衣,睡衣/家居服,"https://list.jd.com/list.html?cat=1315,1345,1371",款型：,开衫 连帽 套头 其它
服饰内衣,内衣,睡衣/家居服,"https://list.jd.com/list.html?cat=1315,1345,1371",领型：,圆领 V领 立领 高领 娃娃领 U领 翻领 连帽 衬衫领 方领 一字领 其它 小翻领 大翻领
服饰内衣,内衣,睡衣/家居服,"https://list.jd.com/list.html?cat=1315,1345,1371",图案：,纯色 条纹 花朵 格子 字母 卡通 圆点 豹纹 心形 其它 星星 碎花 几何图案
服饰内衣,内衣,塑身美体,"https://list.jd.com/list.html?cat=1315,1345,9747",品牌： 已选条件：,婷美（GRACEWELL） 欧迪芬（Ordifen） 爱慕（Aimer） KJ 怀美 比瘦（BISOU BISOU） 南极人（Nanjiren） INSMANX MCTZ 姿彦丽儿 纤慕（XIANMU） 纪安芬（Jianfen） 微曼梵伊漫 安提尼亚 芊尔美依 温娜姿 衣芙莎（YIFUSHA） 茜施尔（SHCER）
服饰内衣,内衣,塑身美体,"https://list.jd.com/list.html?cat=1315,1345,9747",风格：,奢华 性感 甜美 简约 运动 优雅
服饰内衣,内衣,塑身美体,"https://list.jd.com/list.html?cat=1315,1345,9747",分类：,塑身上衣 塑身裤 塑身腰封/腰夹 塑身连体衣 塑身分体套装
服饰内衣,内衣,塑身美体,"https://list.jd.com/list.html?cat=1315,1345,9747",图案：,纯色 植物花卉 条纹 格子 圆点 动物纹 卡通动漫 心形 字母 其它
服饰内衣,内衣,塑身美体,"https://list.jd.com/list.html?cat=1315,1345,9747",美体塑形：,塑身腰裤 高腰美体 冬季长款
服饰内衣,内衣,泳衣,"https://list.jd.com/list.html?cat=1315,1345,9753",品牌： 已选条件：,爱慕（Aimer） 黛怡梵 爱美丽（imi's new secret） 巩雅（GONGYA） 亚莱浩 索维拉（SUOWELLRA） 索维拉（SUOWELLRA） 南极人（Nanjiren） 雪伦（SWELL） 彩丝蝶 因他美 茹妮卡（RUMONICA） 三奇 灿杨 耐克（NIKE） O·X·V 法莎尼亚（FRSHANIAH） 玛古芭（MAGUBA）
服饰内衣,内衣,泳衣,"https://list.jd.com/list.html?cat=1315,1345,9753",迷人泳装：,女士泳装 男士泳装 俏皮分体 欧美性感
服饰内衣,内衣,泳衣,"https://list.jd.com/list.html?cat=1315,1345,9753",分类：,连体泳衣 分体泳衣 比基尼 女式泳衣 儿童泳衣 男士泳衣 情侣泳衣 游泳附件 披纱 沙滩裤 防晒衣 平角裤 其它
服饰内衣,内衣,泳衣,"https://list.jd.com/list.html?cat=1315,1345,9753",颜色：,黑色系 灰色系 红色系 橙色系 绿色系 白色系 米色 蓝色系 紫色系 裸色系 透明系 粉色系 多色 金色系 黄色系 棕色系 银色系 青色系 其它
服饰内衣,内衣,泳衣,"https://list.jd.com/list.html?cat=1315,1345,9753",价格：,0-99 100-199 200-299 300-399 400-499 500以上
服饰内衣,内衣,吊带/背心,"https://list.jd.com/list.html?cat=1315,1345,1365",品牌： 已选条件：,三枪（THREEGUN） 七匹狼（SEPTWOLVES） 莫代尔 南极人（Nanjiren） 宜而爽 恒源祥（hengyuanxiang） 猫人（MiiOW） 金三塔 铜牛 俞兆林（YUZHAOLIN） 小护士 宝派（BOPIE） 红豆（Hodo） 纤丝鸟（TINSINO） 浪莎 都市丽人 北极绒（Bejirog） 皮尔卡丹（pierre cardin）
服饰内衣,内衣,吊带/背心,"https://list.jd.com/list.html?cat=1315,1345,1365",风格：,卡通 性感 运动 高贵 公主 学院 休闲 日系 简约 田园 其它
服饰内衣,内衣,吊带/背心,"https://list.jd.com/list.html?cat=1315,1345,1365",舒适背心：,弹力修身 运动背心 纯色简约 休闲吊带
服饰内衣,内衣,吊带/背心,"https://list.jd.com/list.html?cat=1315,1345,1365",颜色：,黑色系 灰色系 红色系 绿色系 白色系 米色系 蓝色系 紫色系 裸色系 透明系 肤色系 粉色系 多色 黄色系 棕色系 其它
服饰内衣,内衣,吊带/背心,"https://list.jd.com/list.html?cat=1315,1345,1365",厚度：,薄款 厚款 加厚加绒
服饰内衣,内衣,抹胸,"https://list.jd.com/list.html?cat=1315,1345,9751",品牌： 已选条件：,金三塔 南极人（Nanjiren） 浪莎 俞兆林（YUZHAOLIN） 黛安芬（Triumph） 都市丽人 安致儿 TINGE 帝赛堡（KING CRSTLE） 凌登（LingDeng） 梦蝶诗（Mengdieshi） QBWFS 茵曼（INMAN） 伊情妮（yiqingni） 爱央央 波士恩爵（BOSSANGEL） 欧迪芬（Ordifen） 韩慕彩
服饰内衣,内衣,抹胸,"https://list.jd.com/list.html?cat=1315,1345,9751",分类：,打底抹胸 基础内衣 塑身美体 抹胸打底 抹胸文胸 抹胸吊带 蕾丝抹胸 运动抹胸 长款抹胸 其它
服饰内衣,内衣,抹胸,"https://list.jd.com/list.html?cat=1315,1345,9751",一抹美胸：,一片无痕 惊艳蕾丝 均码款式
服饰内衣,内衣,抹胸,"https://list.jd.com/list.html?cat=1315,1345,9751",模杯厚度：,薄模杯 中模杯 厚模杯 上薄下厚模杯 超薄杯
服饰内衣,内衣,抹胸,"https://list.jd.com/list.html?cat=1315,1345,9751",罩杯型：,3/4罩杯 1/2罩杯 5/8罩杯 全罩杯 无罩杯
服饰内衣,内衣,连裤袜/丝袜,"https://list.jd.com/list.html?cat=1315,1345,9748",品牌： 已选条件：,浪莎 皮尔卡丹（pierre cardin） 宝娜斯（BONAS） 厚木 耐尔（NAIER） 皮尔卡丹（pierrecardin） 寓美（YOURMY） 品彩（PinCai） 皮尔卡丹（pierrecardin） 南极人（Nanjiren） 梦娜（MengNa） 一统·红雨伞 INTERIGHT 曼姿（MANZI） 红辣椒（hotchillys） 霏慕（Fee et moi） 莫代尔 温馨满意（WARNTH AND SATISFACTION）
服饰内衣,内衣,连裤袜/丝袜,"https://list.jd.com/list.html?cat=1315,1345,9748",风格：,性感 百搭 日系 甜美 复古 文艺 个性 简约 学院 其它
服饰内衣,内衣,连裤袜/丝袜,"https://list.jd.com/list.html?cat=1315,1345,9748",连体裤袜：,美腿裤袜 纯色裤袜 可爱裤袜 保暖裤袜
服饰内衣,内衣,连裤袜/丝袜,"https://list.jd.com/list.html?cat=1315,1345,9748",厚度：,超薄 薄款 加绒 加厚 常规
服饰内衣,内衣,连裤袜/丝袜,"https://list.jd.com/list.html?cat=1315,1345,9748",适用季节：,夏季 春季 秋季 四季 冬季
服饰内衣,内衣,美腿袜,"https://list.jd.com/list.html?cat=1315,1345,9749",品牌： 已选条件：,medi OFA 康谐（KANGXIE） 浪莎 舒而适（shuershi） 舒尔美（SOUERMEI） 都市丽人 斯维亚 派菲特 荷畅 康倍姿 科能 脉美（Mcmay） SMOOTHTOE 舒莱尼（RELAX LENNY） 迈康兹（MAIKANGZI） 舒尔丹（SHUERDAN） 金尼（JINNI）
服饰内衣,内衣,美腿袜,"https://list.jd.com/list.html?cat=1315,1345,9749",厚度：,常规 超薄 薄款 中等 加厚
服饰内衣,内衣,美腿袜,"https://list.jd.com/list.html?cat=1315,1345,9749",适用季节：,冬季 夏季 春季 秋季 四季通用
服饰内衣,内衣,美腿袜,"https://list.jd.com/list.html?cat=1315,1345,9749",美腿打底：,连裤袜 保暖袜 纯色袜 高弹袜
服饰内衣,内衣,美腿袜,"https://list.jd.com/list.html?cat=1315,1345,9749",花型：,纯色 提花 条纹 格子 植物花卉 菱形格 圆点 动物纹 卡通动漫 心形 字母 骷髅头 其他
服饰内衣,内衣,商务男袜,"https://list.jd.com/list.html?cat=1315,1345,9745",品牌： 已选条件：,浪莎 七匹狼（SEPTWOLVES） 皮尔卡丹（pierre cardin） 南极人（Nanjiren） 恒源祥（hengyuanxiang） 皮尔卡丹（pierrecardin） 猫人（MiiOW） INTERIGHT 欧蒂爱（OUTIAI） 北极绒（Bejirog） 健将 爱优恩（AUN） 三枪（THREEGUN） 花花公子（PLAYBOY） 金利来（Goldlion） 莫代尔 POLO 耐尔（NAIER）
服饰内衣,内衣,商务男袜,"https://list.jd.com/list.html?cat=1315,1345,9745",颜色：,黑色系 白色系 红色系 灰色系 蓝色系 橙色系 棕色系 绿色系 紫色系 多色
服饰内衣,内衣,商务男袜,"https://list.jd.com/list.html?cat=1315,1345,9745",商旅足迹：,懒人黑 秋冬新款 棉质袜子
服饰内衣,内衣,商务男袜,"https://list.jd.com/list.html?cat=1315,1345,9745",适用季节：,春季 夏季 秋季 冬季 四季
服饰内衣,内衣,商务男袜,"https://list.jd.com/list.html?cat=1315,1345,9745",价格：,0-49 50-99 100-149 150以上
服饰内衣,内衣,保暖内衣,"https://list.jd.com/list.html?cat=1315,1345,1369",品牌： 已选条件：,朵彩 三枪（THREEGUN） 南极人（Nanjiren） 七匹狼（SEPTWOLVES） 恒源祥（hengyuanxiang） 俞兆林（YUZHAOLIN） 北极绒（Bejirog） 浪莎 宜而爽 猫人（MiiOW） 铜牛 YUZHAOLIN INTERIGHT 羊老大 小护士 红豆（Hodo） 莫代尔 皮尔卡丹（pierre cardin）
服饰内衣,内衣,保暖内衣,"https://list.jd.com/list.html?cat=1315,1345,1369",功能：,防臭 抗菌 美体 磁疗 防辐射 抗静电 吸湿排汗
服饰内衣,内衣,保暖内衣,"https://list.jd.com/list.html?cat=1315,1345,1369",领型：,一字领 圆领 U领 小圆领 V领 普通圆领 高领 衬衫领 其它
服饰内衣,内衣,保暖内衣,"https://list.jd.com/list.html?cat=1315,1345,1369",图案：,植物花卉 豹纹 纯色 印花 卡通动漫 心形 条纹 字母 格子 圆点 其它
服饰内衣,内衣,保暖内衣,"https://list.jd.com/list.html?cat=1315,1345,1369",规格：,单层 双层 三层 三层以上
服饰内衣,内衣,情侣睡衣,"https://list.jd.com/list.html?cat=1315,1345,12006",品牌： 已选条件：,芬腾 南极人（Nanjiren） 大嘴猴（Paul Frank） 大鼻象（dabixiang） 顶瓜瓜 美标（MEIBIAO） 红豆居家（Hodohome） 安之伴 韩妍莎（HAN YAN SHA） 美标 秋鹿（Autumndeer） 少年情话 康妮雅（Conlia） 红豆（Hodo） 梦丝锦（mosojoy） 俞兆林（YUZHAOLIN） 睦纯（MUCHUN） 八爪蜘蛛
服饰内衣,内衣,情侣睡衣,"https://list.jd.com/list.html?cat=1315,1345,12006",风格：,卡通 运动 高贵 公主 休闲 日系 简约 田园 其它 奢华 甜美 性感
服饰内衣,内衣,情侣睡衣,"https://list.jd.com/list.html?cat=1315,1345,12006",领型：,圆领 V领 衬衫领 立领 高领 连帽 方领 一字领 小翻领 大翻领 其它
服饰内衣,内衣,情侣睡衣,"https://list.jd.com/list.html?cat=1315,1345,12006",爱侣套系：,休闲家居 全棉睡衣 秋冬睡衣 新款睡衣
服饰内衣,内衣,情侣睡衣,"https://list.jd.com/list.html?cat=1315,1345,12006",厚度：,超薄 薄款 中厚 加厚 加绒
服饰内衣,内衣,文胸套装,"https://list.jd.com/list.html?cat=1315,1345,12008",品牌： 已选条件：,都市丽人 维多利亚的秘密（Victoria's Secret） KJ 蜜格儿 艾舒客 活迈 欧迪芬（Ordifen） 夏.娃.之.秀（EVE'S MAGIC） 蒂蔓妮（DIMONY） 密汐皙迪（micisty） 少女美屋（Shaonvmeiwu） 帕洛芬（PALUOFEN） 馨雅丽 向大大（Xiangdada） Ubras 巴缇姿（BATIZI） 南极人（Nanjiren） Carey Kay
服饰内衣,内衣,文胸套装,"https://list.jd.com/list.html?cat=1315,1345,12008",功能：,调整 美背 哺乳 吸汗 丰胸 按摩 定型 隐形 无痕 上托 聚拢 侧收 光面 防走光 其它
服饰内衣,内衣,文胸套装,"https://list.jd.com/list.html?cat=1315,1345,12008",风格：,性感妩媚 奢华高贵 活泼可爱 蕾丝公主 运动休闲
服饰内衣,内衣,文胸套装,"https://list.jd.com/list.html?cat=1315,1345,12008",性感套装：,新款套装 光面套装 蕾丝套装
服饰内衣,内衣,文胸套装,"https://list.jd.com/list.html?cat=1315,1345,12008",适用季节：,冬季 夏季 春季 秋季 四季
服饰内衣,内衣,少女文胸,"https://list.jd.com/list.html?cat=1315,1345,12009",品牌： 已选条件：,百伶百俐（Bilim） 幻薇（HWANWI） 爱莉儿&欧萝拉 怡兰芬 森之鼓（SenZhiGu） 小靓美（xiaoliangmei） 都市丽人 可娃衣 Hello Kitty 欧芝莲（OUZHILIAN） 芭比（Barbie） Aimer kids UPMISS 思琪拉斐 美悟（MEIWU） 猫人（MiiOW） 安菲雅（annphia） 加里公爵
服饰内衣,内衣,少女文胸,"https://list.jd.com/list.html?cat=1315,1345,12009",功能：,调整 美背 吸汗 按摩 定型 隐形 无痕 上托 聚拢 侧收 防走光 其它
服饰内衣,内衣,少女文胸,"https://list.jd.com/list.html?cat=1315,1345,12009",少女的❤心：,舒适无钢托 卡通花朵 防走光式
服饰内衣,内衣,少女文胸,"https://list.jd.com/list.html?cat=1315,1345,12009",颜色：,黑色系 灰色系 红色系 橙色系 绿色系 白色系 米色系 蓝色系 紫色系 裸色系 透明系 肤色系 粉色系 多色 金色系 黄色系 棕色系 银色系 青色系
