移动电源,http://detail.zol.com.cn/pocketpower/,摩米士iPower GO mini小旅行箱（online） 产品类型:普通移动电源 携带方式:通用分体式 电池类型:锂电池 电池容量:7800mAh 理论转换率:93%以上 实际转换率:80%（恒定电流2A） 产品电压:输入：5V 输出：5V,产品类型:普通移动电源 携带方式:通用分体式 电池类型:锂电池 电池容量:7800mAh 理论转换率:93%以上 实际转换率:80%（恒定电流2A） 产品电压:输入：5V 输出：5V
移动电源,http://detail.zol.com.cn/pocketpower/,爱唯克思RV-30000A 产品类型:普通移动电源 携带方式:通用分体式 电池类型:聚合物锂电池 电池容量:30000mAh 产品电压:输入：15V-19V 输出：5V（USB1），5V（USB2），12V/16V/19V（DC输出） 产品电流:输入：2A 输出：1A（USB1），2A（USB2），12V/16V/19V（DC输出） 输入接口:DC,产品类型:普通移动电源 携带方式:通用分体式 电池类型:聚合物锂电池 电池容量:30000mAh 产品电压:输入：15V-19V 输出：5V（USB1），5V（USB2），12V/16V/19V（DC输出） 产品电流:输入：2A 输出：1A（USB1），2A（USB2），12V/16V/19V（DC输出） 输入接口:DC
移动电源,http://detail.zol.com.cn/pocketpower/,安能泰AN10000 产品类型:普通移动电源 携带方式:通用分体式 电池类型:聚合物锂电池 电池容量:8000mAh 产品电压:输入：5V 输出：5V 产品电流:输入：1.5A 输出：2.1A 充电时间:1安适配器充满约15小时。2安适配器充满约8小时。,产品类型:普通移动电源 携带方式:通用分体式 电池类型:聚合物锂电池 电池容量:8000mAh 产品电压:输入：5V 输出：5V 产品电流:输入：1.5A 输出：2.1A 充电时间:1安适配器充满约15小时。2安适配器充满约8小时。
移动电源,http://detail.zol.com.cn/pocketpower/,爱国者E100 产品类型:通用分体式 适用设备:普通移动电源 电池类型:聚合物锂电池 电池容量:10000mAh 输出接口:双USB输出 实际应用转换率:83.17%（恒定电流2A） 特色功能:LED灯照明,产品类型:通用分体式 适用设备:普通移动电源 电池类型:聚合物锂电池 电池容量:10000mAh 输出接口:双USB输出 实际应用转换率:83.17%（恒定电流2A） 特色功能:LED灯照明
移动电源,http://detail.zol.com.cn/pocketpower/,小米移动电源（10400mAh） 产品类型:通用分体式 适用设备:普通移动电源 电池类型:锂电池 电池容量:10400mAh 输出接口:单USB输出 理论转换率:93% 实际应用转换率:80%（恒定电流2A）,产品类型:通用分体式 适用设备:普通移动电源 电池类型:锂电池 电池容量:10400mAh 输出接口:单USB输出 理论转换率:93% 实际应用转换率:80%（恒定电流2A）
移动电源,http://detail.zol.com.cn/pocketpower/,品胜LCD电库二代 20000mAh 产品类型:通用分体式 适用设备:普通移动电源 电池容量:20000mAh 输出接口:双USB输出 理论转换率:90% 特色功能:LCD屏 产品电压:输入：5V 输出：5V,产品类型:通用分体式 适用设备:普通移动电源 电池容量:20000mAh 输出接口:双USB输出 理论转换率:90% 特色功能:LCD屏 产品电压:输入：5V 输出：5V
移动电源,http://detail.zol.com.cn/pocketpower/,罗马仕sense 6P 产品类型:通用分体式 适用设备:普通移动电源 电池类型:聚合物锂电池 电池容量:20000mAh 输出接口:双USB输出 理论转换率:85% 实际应用转换率:96.22%（恒定电流1A）；82.41%（恒流电流2.1A）,产品类型:通用分体式 适用设备:普通移动电源 电池类型:聚合物锂电池 电池容量:20000mAh 输出接口:双USB输出 理论转换率:85% 实际应用转换率:96.22%（恒定电流1A）；82.41%（恒流电流2.1A）
移动电源,http://detail.zol.com.cn/pocketpower/,小米移动电源（20000mAh） 产品类型:通用分体式 适用设备:普通移动电源 电池容量:20000mAh 输出接口:双USB输出 产品电压:输入：5V/12V 输出：5.1V 产品电流:输入：2A/1.5A 输出：2A/3.A 输入接口:Micro USB,产品类型:通用分体式 适用设备:普通移动电源 电池容量:20000mAh 输出接口:双USB输出 产品电压:输入：5V/12V 输出：5.1V 产品电流:输入：2A/1.5A 输出：2A/3.A 输入接口:Micro USB
数码摄像机,http://detail.zol.com.cn/digital_camcorder/,索尼PXW-Z150 手持式4K摄像机，全指向立体声驻极体麦克风,手持式4K摄像机，全指向立体声驻极体麦克风
数码摄像机,http://detail.zol.com.cn/digital_camcorder/,索尼FDR-AX60 产品类型:4K摄像机 传感器类型:Exmor RS CMOS 光学变焦:20倍 液晶屏尺寸:0英寸 传感器尺寸:（1/2.5）英寸 有效像素:829万 防抖性能:5轴防抖,产品类型:4K摄像机 传感器类型:Exmor RS CMOS 光学变焦:20倍 液晶屏尺寸:0英寸 传感器尺寸:（1/2.5）英寸 有效像素:829万 防抖性能:5轴防抖
数码摄像机,http://detail.zol.com.cn/digital_camcorder/,松下AU-EVA1 产品类型:电影摄像机 液晶屏尺寸:0英寸 存储介质:SD卡 产品定位:专业摄像机 传感器描述:Super 35尺寸传感器 镜头特点:佳能EF镜头卡口 动态影像:4K/60p视频,产品类型:电影摄像机 液晶屏尺寸:0英寸 存储介质:SD卡 产品定位:专业摄像机 传感器描述:Super 35尺寸传感器 镜头特点:佳能EF镜头卡口 动态影像:4K/60p视频
数码摄像机,http://detail.zol.com.cn/digital_camcorder/,索尼HXR-MC2500 肩扛式摄录一体机，OLED寻像器，支持WiFi/NFC,肩扛式摄录一体机，OLED寻像器，支持WiFi/NFC
数码摄像机,http://detail.zol.com.cn/digital_camcorder/,松下AG-DVX200 4/3英寸传感器，13倍光学变焦，5轴混合图像防抖功能,4/3英寸传感器，13倍光学变焦，5轴混合图像防抖功能
数码摄像机,http://detail.zol.com.cn/digital_camcorder/,索尼PXW-X280 摄录一体机，17倍变焦，无线功能,摄录一体机，17倍变焦，无线功能
数码摄像机,http://detail.zol.com.cn/digital_camcorder/,索尼PMW-EX280 手持式存储卡摄录一体机，多片段连续记录，智能终端操控,手持式存储卡摄录一体机，多片段连续记录，智能终端操控
